start_base,end_base,runs_scored,outs,start_outs,end_outs,start_state,end_state,re_before,re_after,value,norm_value
"(0, 1, 1)","(0, 0, 1)",0,2,1,3,011_1,001_3,1.4130642866382097,0.0,-1.4130642866382097,-1.0
"(0, 1, 1)","(1, 0, 0)",1,1,1,2,011_1,100_2,1.4130642866382097,0.23259963183813465,-0.180464654800075,-0.24693660525823868
"(0, 1, 1)","(1, 1, 1)",0,0,1,1,011_1,111_1,1.4130642866382097,1.5853687768163187,0.172304490178109,-0.0314103930028824
"(1, 0, 0)","(1, 0, 1)",0,0,1,1,100_1,101_1,0.5365059395025369,1.1892578655390464,0.6527519260365096,0.046162961358334975
"(1, 0, 0)","(1, 0, 0)",0,1,1,2,100_1,100_2,0.5365059395025369,0.23259963183813465,-0.30390630766440224,-0.7953874204192497
"(1, 0, 0)","(1, 1, 0)",0,0,1,1,100_1,110_1,0.5365059395025369,0.9310801971130783,0.39457425761054143,-0.18095003236962892
"(1, 0, 0)","(0, 0, 0)",0,2,1,3,100_1,000_3,0.5365059395025369,0.0,-0.5365059395025369,-1.0
"(1, 0, 0)","(0, 0, 0)",2,0,1,1,100_1,000_1,0.5365059395025369,0.27356140384652405,1.737055464343987,1.0
"(1, 0, 0)","(0, 1, 0)",0,1,1,2,100_1,010_2,0.5365059395025369,0.33039304411579395,-0.20611289538674293,-0.7093607909099631
"(1, 0, 0)","(0, 0, 1)",0,1,1,2,100_1,001_2,0.5365059395025369,0.3720836162436255,-0.16442232325891137,-0.6726865475336483
"(1, 0, 0)","(0, 1, 1)",0,0,1,1,100_1,011_1,0.5365059395025369,1.4130642866382097,0.8765583471356728,0.24304035443909044
"(1, 0, 0)","(0, 1, 0)",1,0,1,1,100_1,010_1,0.5365059395025369,0.6970606098301637,1.1605546703276268,0.49286542862576055
"(1, 0, 0)","(0, 0, 1)",1,0,1,1,100_1,001_1,0.5365059395025369,0.9719785520382295,1.4354726125356927,0.7347044585661406
"(1, 0, 0)","(0, 0, 0)",1,1,1,2,100_1,000_2,0.5365059395025369,0.10514160279015194,0.5686356632876151,-0.027832192330131567
"(1, 0, 0)","(1, 0, 0)",1,0,1,1,100_1,100_1,0.5365059395025369,0.5365059395025369,1.0,0.35162915494870717
"(1, 0, 1)","(1, 1, 1)",0,0,1,1,101_1,111_1,1.1892578655390464,1.5853687768163187,0.39611091127727227,-0.0314103930028824
"(1, 0, 1)","(1, 0, 1)",0,1,1,2,101_1,101_2,1.1892578655390464,0.5078118268761308,-0.6814460386629156,-0.6897496248095802
"(1, 0, 1)","(1, 1, 0)",1,0,1,1,101_1,110_1,1.1892578655390464,0.9310801971130783,0.7418223315740319,0.17980386428310546
"(1, 0, 1)","(1, 0, 1)",1,0,1,1,101_1,101_1,1.1892578655390464,1.1892578655390464,1.0,0.33753890363358297
"(1, 0, 1)","(0, 0, 0)",3,0,1,1,101_1,000_1,1.1892578655390464,0.27356140384652405,2.0843035383074775,1.0
"(1, 0, 1)","(0, 1, 1)",1,0,1,1,101_1,011_1,1.1892578655390464,1.4130642866382097,1.2238064210991633,0.47427464400257957
